OBJECTID,Cartegraph_ID,Street_Name,From_Street,To_Street,Street_Type,Location_Description,Ownership,Speed_Limit,Surface_Type,Surface_Width,Measured_ADT,PCI,Number_of_Lanes,Install_Date,Subdivision,Council_District,Map_Grid,CompKey,Mile_Length,Foot_Length,created_date,FISCAL_YR,LANE_MI,last_edited_date,SHAPESTLength
461,6484-001,HEALTHY WY (WB),PLAZA TR S(SB),END MEDIAN,Local,6484-001 HEALTHY WY (WB) From PLAZA TR S(SB) To END MEDIAN,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,17,0,77,2,2001/06/01 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,772269,0.09505931,501.91,2024/08/21 21:27:27+00,2025,0.13,2024/09/09 18:16:58+00,191.036199225273
462,6484-002,HEALTHY WY (WB),END MEDIAN,W CUL-DE-SAC,Local,6484-002 HEALTHY WY (WB) From END MEDIAN To W CUL-DE-SAC,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,32,0,71,2,2001/06/01 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,1727452,0.02948248,155.67,2024/08/21 21:27:27+00,2025,0.08,2024/09/09 18:16:58+00,59.2198738175722
463,0093-026,PROVIDENCE RD (EB),OLD PRINCESS ANNE RD,PRINCESS ANNE RD (SB),Arterial Major,0093-026 PROVIDENCE RD (EB) From OLD PRINCESS ANNE RD To PRINCESS ANNE RD (SB),CITY MAINTAINED VDOT FUNDED,35,ASPHALT,42,15778,64,2,1998/10/28 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87727,0.10770519,568.68,2024/08/21 21:27:27+00,2025,0.38,2024/09/09 18:16:58+00,216.41076535953
464,0760-008,PLAZA TR S(SB),HEALTHY WY (WB),BRENNEMAN TL,Arterial Major,0760-008 PLAZA TR S(SB) From HEALTHY WY (WB) To BRENNEMAN TL,CITY MAINTAINED VDOT FUNDED,45,ASPHALT,17,23340,67,2,1999/04/17 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,96120,0.14708971,776.63,2024/08/21 21:27:27+00,2025,0.21,2024/09/09 18:16:58+00,296.277785129971
465,0094-001,PROVIDENCE RD (WB),PRINCESS ANNE RD (SB),OLD PRINCESS ANNE RD,Arterial Major,0094-001 PROVIDENCE RD (WB) From PRINCESS ANNE RD (SB) To OLD PRINCESS ANNE RD,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,34,15778,73,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87527,0.09826486,518.84,2024/08/21 21:27:27+00,2025,0.28,2024/09/09 18:16:58+00,197.461840710174
466,0094-002,PROVIDENCE RD (WB),OLD PRINCESS ANNE RD,BIRKS LA,Arterial Major,0094-002 PROVIDENCE RD (WB) From OLD PRINCESS ANNE RD To BIRKS LA,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,23,15778,66,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87528,0.11052801,583.59,2024/08/21 21:27:27+00,2025,0.21,2024/09/09 18:16:58+00,222.211830755201
467,0094-003,PROVIDENCE RD (WB),BIRKS LA,SELWOOD DR,Arterial Major,0094-003 PROVIDENCE RD (WB) From BIRKS LA To SELWOOD DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,23,15778,64,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87529,0.2205058,1164.27,2024/08/21 21:27:27+00,2025,0.42,2024/09/09 18:16:58+00,443.225875127254
468,0093-025,PROVIDENCE RD (EB),BIRKS LA,OLD PRINCESS ANNE RD,Arterial Major,0093-025 PROVIDENCE RD (EB) From BIRKS LA To OLD PRINCESS ANNE RD,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,26,15778,78,2,1998/10/28 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87726,0.10990858,580.32,2024/08/21 21:27:27+00,2025,0.24,2024/09/09 18:16:58+00,220.902830198667
469,0094-004,PROVIDENCE RD (WB),SELWOOD DR,CHARLESTOWN DR,Arterial Major,0094-004 PROVIDENCE RD (WB) From SELWOOD DR To CHARLESTOWN DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,21,15778,67,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87530,0.06854889,361.94,2024/08/21 21:27:27+00,2025,0.12,2024/09/09 18:16:58+00,137.738075951006
470,0094-005,PROVIDENCE RD (WB),CHARLESTOWN DR,GLENSIDE DR,Arterial Major,0094-005 PROVIDENCE RD (WB) From CHARLESTOWN DR To GLENSIDE DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,22,15778,65,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87531,0.08536105,450.71,2024/08/21 21:27:27+00,2025,0.16,2024/09/09 18:16:58+00,171.521325666049
471,0094-006,PROVIDENCE RD (WB),GLENSIDE DR,DUNHILL DR,Arterial Major,0094-006 PROVIDENCE RD (WB) From GLENSIDE DR To DUNHILL DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,23,15778,70,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87532,0.08472007,447.32,2024/08/21 21:27:27+00,2025,0.16,2024/09/09 18:16:58+00,170.245081290476
472,0094-007,PROVIDENCE RD (WB),DUNHILL DR,SHENVALLEE DR,Arterial Major,0094-007 PROVIDENCE RD (WB) From DUNHILL DR To SHENVALLEE DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,23,15778,78,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87533,0.08742766,461.62,2024/08/21 21:27:27+00,2025,0.17,2024/09/09 18:16:58+00,175.732572529316
473,0094-010,PROVIDENCE RD (WB),NEWMARKET DR,AMESBURY RD,Arterial Major,0094-010 PROVIDENCE RD (WB) From NEWMARKET DR To AMESBURY RD,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,24,15778,74,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87536,0.08539351,450.88,2024/08/21 21:27:27+00,2025,0.17,2024/09/09 18:16:58+00,171.578125664394
474,0094-008,PROVIDENCE RD (WB),SHENVALLEE DR,TIMBERLAKE DR,Arterial Major,0094-008 PROVIDENCE RD (WB) From SHENVALLEE DR To TIMBERLAKE DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,25,15778,82,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87534,0.08417618,444.45,2024/08/21 21:27:27+00,2025,0.18,2024/09/09 18:16:58+00,169.121542916747
475,0094-009,PROVIDENCE RD (WB),TIMBERLAKE DR,NEWMARKET DR,Arterial Major,0094-009 PROVIDENCE RD (WB) From TIMBERLAKE DR To NEWMARKET DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,23,15778,75,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87535,0.08645158,456.46,2024/08/21 21:27:27+00,2025,0.17,2024/09/09 18:16:58+00,173.676017342707
476,0094-015,PROVIDENCE RD (WB),CHURCHILL DR (SB),CRESTHAVEN LA,Arterial Major,0094-015 PROVIDENCE RD (WB) From CHURCHILL DR (SB) To CRESTHAVEN LA,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,29,15778,54,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,D9,87541,0.18043577,952.7,2024/08/21 21:27:27+00,2025,0.44,2024/09/09 18:16:58+00,362.611835881704
477,0094-017,PROVIDENCE RD (WB),MEIGHAN DR,START MEDIAN,Arterial Major,0094-017 PROVIDENCE RD (WB) From MEIGHAN DR To START MEDIAN,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,45,15778,69,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,D9,87543,0.09271432,489.53,2024/08/21 21:27:27+00,2025,0.35,2024/09/09 18:16:58+00,186.265254321206
478,0094-012,PROVIDENCE RD (WB),KITTERY DR,EDWIN DR (NB),Arterial Major,0094-012 PROVIDENCE RD (WB) From KITTERY DR To EDWIN DR (NB),CITY MAINTAINED VDOT FUNDED,35,ASPHALT,37,15778,89,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,D9,87538,0.06735487,355.63,2024/08/21 21:27:27+00,2025,0.21,2024/09/09 18:16:58+00,135.339069459619
479,0094-013,PROVIDENCE RD (WB),EDWIN DR (NB),ADMIRATION DR,Arterial Major,0094-013 PROVIDENCE RD (WB) From EDWIN DR (NB) To ADMIRATION DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,26,15778,84,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,D9,87539,0.13463151,710.85,2024/08/21 21:27:27+00,2025,0.29,2024/09/09 18:16:58+00,270.496038781719
480,0094-014,PROVIDENCE RD (WB),ADMIRATION DR,CHURCHILL DR (SB),Arterial Major,0094-014 PROVIDENCE RD (WB) From ADMIRATION DR To CHURCHILL DR (SB),CITY MAINTAINED VDOT FUNDED,35,ASPHALT,46,15778,59,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,D9,87540,0.15341453,810.03,2024/08/21 21:27:27+00,2025,0.59,2024/09/09 18:16:58+00,308.294119946244
481,0094-016,PROVIDENCE RD (WB),CRESTHAVEN LA,MEIGHAN DR,Arterial Major,0094-016 PROVIDENCE RD (WB) From CRESTHAVEN LA To MEIGHAN DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,23,15778,37,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,D9,87542,0.22076043,1165.62,2024/08/21 21:27:27+00,2025,0.42,2024/09/09 18:16:58+00,443.538780737347
482,0760-006,PLAZA TR S(SB),FOXWOOD DR,INDEPENDENCE BL (NB),Arterial Major,0760-006 PLAZA TR S(SB) From FOXWOOD DR To INDEPENDENCE BL (NB),CITY MAINTAINED VDOT FUNDED,35,ASPHALT,34,11370,71,4,1998/09/29 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 10,F08,88586,0.28494005,1504.48,2024/08/21 21:27:27+00,2025,0.81,2024/09/09 18:16:58+00,573.777460706663
483,0758-007,WOODSTOCK RD,WOODGROVE LA,SIR MICHAEL LA,Local,0758-007 WOODSTOCK RD From WOODGROVE LA To SIR MICHAEL LA,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,20,0,58,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,90641,0.04792374,253.04,2024/08/21 21:27:27+00,2025,0.08,2024/09/09 18:16:58+00,96.6507120042392
484,0758-005,WOODSTOCK RD,WALKER RD,WOODHAVEN CT,Local,0758-005 WOODSTOCK RD From WALKER RD To WOODHAVEN CT,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,27,0,64,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82709,0.02911079,153.7,2024/08/21 21:27:27+00,2025,0.07,2024/09/09 18:16:58+00,58.7060877481203
485,5423-001,WALKER RD,STERLING RD,WOODSTOCK RD,Local,5423-001 WALKER RD From STERLING RD To WOODSTOCK RD,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,19,0,83,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82661,0.11173411,589.96,2024/08/21 21:27:27+00,2025,0.18,2024/09/09 18:16:58+00,224.364554937717
486,5015-001,STERLING RD,WALKER RD,SIR MICHAEL LA,Local,5015-001 STERLING RD From WALKER RD To SIR MICHAEL LA,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,34,0,47,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82680,0.24606312,1299.21,2024/08/21 21:27:27+00,2025,0.7,2024/09/09 18:16:58+00,496.236327563555
487,5712-001,WOODGROVE CT,WOODGROVE LA,S CUL-DE-SAC,Local,5712-001 WOODGROVE CT From WOODGROVE LA To S CUL-DE-SAC,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,35,0,78,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82659,0.09955725,525.66,2024/08/21 21:27:27+00,2025,0.29,2024/09/09 18:16:58+00,200.762908724843
488,5713-001,WOODGROVE LA,WOODSTOCK RD,WOODGROVE CT,Local,5713-001 WOODGROVE LA From WOODSTOCK RD To WOODGROVE CT,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,33,0,80,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,90643,0.04416234,233.18,2024/08/21 21:27:27+00,2025,0.12,2024/09/09 18:16:58+00,88.6856868188686
489,5713-002,WOODGROVE LA,WOODGROVE CT,W DEAD END,Local,5713-002 WOODGROVE LA From WOODGROVE CT To W DEAD END,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,23,0,85,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82658,0.0176588,93.24,2024/08/21 21:27:27+00,2025,0.03,2024/09/09 18:16:58+00,35.4658788027309
490,0758-008,WOODSTOCK RD,SIR MICHAEL LA,WOODSTOCK PT,Local,0758-008 WOODSTOCK RD From SIR MICHAEL LA To WOODSTOCK PT,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,25,0,68,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,,0.04628907,244.41,2024/08/21 21:27:27+00,2025,0.1,2024/09/09 18:16:58+00,93.3545929849139
491,4869-001,SIR MICHAEL LA,STERLING RD,WOODSTOCK RD,Local,4869-001 SIR MICHAEL LA From STERLING RD To WOODSTOCK RD,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,29,0,71,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82656,0.11143009,588.35,2024/08/21 21:27:27+00,2025,0.27,2024/09/09 18:16:58+00,223.777899655257
492,5015-002,STERLING RD,SIR MICHAEL LA,STERLING CT,Local,5015-002 STERLING RD From SIR MICHAEL LA To STERLING CT,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,29,0,75,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,23751,0.04762532,251.46,2024/08/21 21:27:27+00,2025,0.12,2024/09/09 18:16:58+00,96.0480856717052
493,5014-001,STERLING CT,STERLING RD,W DEAD END,Local,5014-001 STERLING CT From STERLING RD To W DEAD END,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,47,0,60,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82657,0.02274557,120.1,2024/08/21 21:27:27+00,2025,0.09,2024/09/09 18:16:58+00,45.6760191773539
494,5015-003,STERLING RD,STERLING CT,N DEAD END,Local,5015-003 STERLING RD From STERLING CT To N DEAD END,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,38,0,79,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82681,0.05298015,279.74,2024/08/21 21:27:27+00,2025,0.17,2024/09/09 18:16:58+00,106.841208466753
495,0758-006,WOODSTOCK RD,WOODHAVEN CT,WOODGROVE LA,Local,0758-006 WOODSTOCK RD From WOODHAVEN CT To WOODGROVE LA,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,25,0,55,2,1998/12/29 05:00:00+00,WOODSTOCK COVE,District 1,B08,82710,0.16050449,847.46,2024/08/21 21:27:27+00,2025,0.33,2024/09/09 18:16:58+00,323.691805755197
496,0758-003,WOODSTOCK RD,WOODSTOCK CT,OAK TERRACE DR,Local,0758-003 WOODSTOCK RD From WOODSTOCK CT To OAK TERRACE DR,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,25,0,72,2,1998/12/29 05:00:00+00,WOODSTOCK,District 1,B08,82707,0.26184779,1382.56,2024/08/21 21:27:27+00,2025,0.55,2024/09/09 18:16:58+00,528.040914797512
497,3949-001,OAK TERRACE DR,WOODSTOCK RD,E DEAD END,Local,3949-001 OAK TERRACE DR From WOODSTOCK RD To E DEAD END,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,21,0,83,2,1998/12/29 05:00:00+00,WOODSTOCK,District 1,B08,41240,0.14021529,740.34,2024/08/21 21:27:27+00,2025,0.25,2024/09/09 18:16:58+00,281.552301995417
498,0758-002,WOODSTOCK RD,DRISKILL CT,WOODSTOCK CT,Local,0758-002 WOODSTOCK RD From DRISKILL CT To WOODSTOCK CT,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,23,0,76,2,1998/12/29 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,B08,82706,0.18031912,952.08,2024/08/21 21:27:27+00,2025,0.35,2024/09/09 18:16:58+00,363.614941433414
499,0758-004,WOODSTOCK RD,OAK TERRACE DR,WALKER RD,Local,0758-004 WOODSTOCK RD From OAK TERRACE DR To WALKER RD,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,25,0,60,2,1998/12/29 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,B08,82708,0.1011338,533.99,2024/08/21 21:27:27+00,2025,0.21,2024/09/09 18:16:58+00,203.951297986824
500,0727-002A,UPTON DR (NB),MILL CROSSING DR,NIMMO PW (EB),Local,0727-002A UPTON DR (NB) From MILL CROSSING DR To NIMMO PW (EB),CITY MAINTAINED VDOT FUNDED,40,ASPHALT,27,21737,72,2,1899/12/30 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 5,L12,1254933,0.18418316,972.49,2024/08/21 21:27:27+00,2025,0.41,2024/09/09 18:16:58+00,371.013848183977
501,0727-001,UPTON DR (NB),SANDBRIDGE/UPTON INTERSECTION,ELSON GREEN AV,Local,0727-001 UPTON DR (NB) From SANDBRIDGE/UPTON INTERSECTION To ELSON GREEN AV,CITY MAINTAINED VDOT FUNDED,40,ASPHALT,33,21737,72,2,1899/12/30 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 5,K12,769731,0.32865881,1735.32,2024/08/21 21:27:27+00,2025,0.9,2024/09/09 18:16:58+00,661.514236085108
502,0362-001,DAWLEY RD,GUM BRIDGE RD,002500 FT,Local,0362-001 DAWLEY RD From GUM BRIDGE RD To 002500 FT,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,18,0,31,2,1998/12/31 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 2,K16,94712,0.47079579,2485.8,2024/08/21 21:27:27+00,2025,0.71,2024/09/09 18:16:58+00,947.421554739413
503,5363-011,UPTON DR (SB),NIMMO PW (EB),ELSON GREEN AV (EB),Local,5363-011 UPTON DR (SB) From NIMMO PW (EB) To ELSON GREEN AV (EB),CITY MAINTAINED VDOT FUNDED,40,ASPHALT,34,21737,66,2,1899/12/30 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 5,L12,769715,0.36126816,1907.5,2024/08/21 21:27:27+00,2025,1.02,2024/09/09 18:16:58+00,727.658543882031
504,1365-001,BRIDLEPATH LA,INDIAN RIVER RD (WB),S DEAD END,Local,1365-001 BRIDLEPATH LA From INDIAN RIVER RD (WB) To S DEAD END,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,28,0,39,2,1999/04/06 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 2,G14,95863,0.32199432,1700.13,2024/08/21 21:27:27+00,2025,0.75,2024/09/09 18:16:58+00,648.266153820643
505,7011-001E,NIMMO PW (WB),UPTON DR (SB),RED MILL COMMONS SHOPPING CENTER,Arterial Major,7011-001E NIMMO PW (WB) From UPTON DR (SB) To RED MILL COMMONS SHOPPING CENTER,CITY MAINTAINED VDOT FUNDED,40,ASPHALT,38,20668,74,2,1998/10/28 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 5,L11,88715,0.17515743,924.83,2024/08/21 21:27:27+00,2025,0.55,2024/09/09 18:16:58+00,351.708855612333
506,5363-012,UPTON DR (SB),ELSON GREEN AV,SANDBRIDGE/UPTON INTERSECTION,Local,5363-012 UPTON DR (SB) From ELSON GREEN AV To SANDBRIDGE/UPTON INTERSECTION,CITY MAINTAINED VDOT FUNDED,40,ASPHALT,36,21737,70,2,1899/12/30 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 5,K12,769716,0.32660019,1724.45,2024/08/21 21:27:27+00,2025,0.98,2024/09/09 18:16:58+00,657.376281553866
507,3603-002,MARLIN LA,SANDPIPER RD (NB),W CUL-DE-SAC,Local,3603-002 MARLIN LA From SANDPIPER RD (NB) To W CUL-DE-SAC,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,20,0,67,2,1998/12/31 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 2,O12,26389,0.0630995,333.17,2024/08/21 21:27:27+00,2025,0.11,2024/09/09 18:16:58+00,126.637970318466
508,0553-001,OLD DAM NECK RD,DA VINCI DR,FLAMMARION DR,Local,0553-001 OLD DAM NECK RD From DA VINCI DR To FLAMMARION DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,56,0,92,2,1998/09/04 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 5,M10,97125,0.20069793,1059.69,2024/08/21 21:27:27+00,2025,0.94,2024/09/09 18:16:58+00,403.439606091821
509,2455-001,FLAMMARION DR,OLD DAM NECK RD,WASSERMAN DR,Local,2455-001 FLAMMARION DR From OLD DAM NECK RD To WASSERMAN DR,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,36,0,79,2,1998/12/31 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 5,M10,96448,0.14319106,756.05,2024/08/21 21:27:27+00,2025,0.43,2024/09/09 18:16:58+00,288.039367307713
510,0760-007,PLAZA TR S(SB),INDEPENDENCE BL (SB),HEALTHY WY (WB),Arterial Major,0760-007 PLAZA TR S(SB) From INDEPENDENCE BL (SB) To HEALTHY WY (WB),CITY MAINTAINED VDOT FUNDED,45,ASPHALT,36,23340,68,4,1998/09/29 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,F09,88587,0.42297167,2233.29,2024/08/21 21:27:27+00,2025,1.27,2024/09/09 18:16:58+00,851.879773902373
511,0093-024,PROVIDENCE RD (EB),KEMPSVILLE RD (NB),END MEDIAN,Arterial Major,0093-024 PROVIDENCE RD (EB) From KEMPSVILLE RD (NB) To END MEDIAN,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,26,15778,64,2,1998/10/28 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,D08,87725,0.08123947,428.94,2024/08/21 21:27:27+00,2025,0.18,2024/09/09 18:16:58+00,163.198723002787
512,0094-018,PROVIDENCE RD (WB),START MEDIAN,KEMPSVILLE RD (NB),Arterial Major,0094-018 PROVIDENCE RD (WB) From START MEDIAN To KEMPSVILLE RD (NB),CITY MAINTAINED VDOT FUNDED,35,ASPHALT,24,15778,74,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,D08,87544,0.08170853,431.42,2024/08/21 21:27:27+00,2025,0.16,2024/09/09 18:16:58+00,164.181032798404
513,0094-011,PROVIDENCE RD (WB),AMESBURY RD,KITTERY DR,Arterial Major,0094-011 PROVIDENCE RD (WB) From AMESBURY RD To KITTERY DR,CITY MAINTAINED VDOT FUNDED,35,ASPHALT,25,15778,80,2,1998/10/19 04:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,E09,87537,0.07472828,394.57,2024/08/21 21:27:27+00,2025,0.16,2024/09/09 18:16:58+00,150.124045196055
514,0758-001,WOODSTOCK RD,PROVIDENCE RD (EB),DRISKILL CT,Local,0758-001 WOODSTOCK RD From PROVIDENCE RD (EB) To DRISKILL CT,CITY MAINTAINED VDOT FUNDED,25,ASPHALT,33,0,71,2,1998/12/29 05:00:00+00,NO ASSOCIATED SUBDIVISION,District 1,B08,82705,0.04474722,236.27,2024/08/21 21:27:27+00,2025,0.12,2024/09/09 18:16:58+00,90.2308298579261
